review_id,order_id,customer_id,product_id,rating,review_text,review_date,helpful_votes
REV003033,ORD003034,CUST01834,PROD0050,5,Excellent product!,2024-01-21,72
REV007624,ORD007625,CUST00196,PROD0108,4,"Very good, happy with purchase.",2024-04-06,98
REV004033,ORD004034,CUST00190,PROD0069,4,"Very good, happy with purchase.",2024-01-25,92
REV007995,ORD007996,CUST01182,PROD0125,3,"Average, could be better.",2023-10-05,119
REV007780,ORD007781,CUST01813,PROD0090,4,"Very good, happy with purchase.",2024-01-02,55
REV002703,ORD002704,CUST00466,PROD0038,5,Excellent product!,2023-05-05,34
REV006206,ORD006207,CUST01884,PROD0146,5,Excellent product!,2023-10-29,72
REV003893,ORD003894,CUST00383,PROD0068,2,,2022-09-29,59
REV004216,ORD004217,CUST00009,PROD0089,5,Excellent product!,2024-04-01,37
REV005599,ORD005600,CUST00590,PROD0024,5,Excellent product!,2023-11-27,139
REV006042,ORD006043,CUST00014,PROD0121,4,"Very good, happy with purchase.",2023-09-27,39
REV006950,ORD006951,CUST00099,PROD0129,3,,2024-03-19,104
REV003576,ORD003577,CUST00915,PROD0093,4,"Very good, happy with purchase.",2024-02-21,141
REV003707,ORD003708,CUST01080,PROD0128,4,"Very good, happy with purchase.",2024-03-27,110
REV001454,ORD001455,CUST00535,PROD0047,4,"Very good, happy with purchase.",2024-02-13,50
REV003523,ORD003524,CUST00235,PROD0116,4,"Very good, happy with purchase.",2023-11-15,104
REV004098,ORD004099,CUST00758,PROD0075,2,Disappointed with quality.,2022-11-11,128
REV008051,ORD008052,CUST01173,PROD0149,3,"Average, could be better.",2023-01-11,39
REV006241,ORD006242,CUST01281,PROD0061,2,Disappointed with quality.,2023-12-31,120
REV006495,ORD006496,CUST00880,PROD0090,3,"Average, could be better.",2022-08-22,39
REV008320,ORD008321,CUST00763,PROD0082,3,"Average, could be better.",2024-04-11,80
REV000191,ORD000192,CUST01537,PROD0092,3,"Average, could be better.",2023-02-11,71
REV002564,ORD002565,CUST01800,PROD0012,3,"Average, could be better.",2024-01-04,122
REV001263,ORD001264,CUST00397,PROD0047,5,Excellent product!,2024-02-15,94
REV001695,ORD001696,CUST00438,PROD0117,5,Excellent product!,2023-10-04,29
REV001111,ORD001112,CUST00434,PROD0058,4,"Very good, happy with purchase.",2024-02-04,136
REV001597,ORD001598,CUST01689,PROD0036,4,"Very good, happy with purchase.",2024-03-11,89
REV002661,ORD002662,CUST00381,PROD0058,5,Excellent product!,2022-10-22,0
REV007112,ORD007113,CUST01159,PROD0004,5,Excellent product!,2024-03-25,65
REV007597,ORD007598,CUST01208,PROD0006,4,"Very good, happy with purchase.",2023-10-16,70
REV000638,ORD000639,CUST00319,PROD0079,5,Excellent product!,2024-02-15,109
REV002775,ORD002776,CUST01632,PROD0020,4,"Very good, happy with purchase.",2023-12-19,98
REV006131,ORD006132,CUST01233,PROD0113,4,"Very good, happy with purchase.",2022-10-23,41
REV006608,ORD006609,CUST01257,PROD0114,5,Excellent product!,2023-11-15,57
REV003165,ORD003166,CUST01597,PROD0016,4,"Very good, happy with purchase.",2023-10-08,119
REV005317,ORD005318,CUST01066,PROD0112,5,Excellent product!,2024-03-04,67
REV005618,ORD005619,CUST01295,PROD0015,4,"Very good, happy with purchase.",2023-11-17,138
REV000919,ORD000920,CUST00148,PROD0123,4,"Very good, happy with purchase.",2023-06-30,48
REV004070,ORD004071,CUST00127,PROD0131,4,"Very good, happy with purchase.",2023-10-21,150
REV007739,ORD007740,CUST01568,PROD0019,5,Excellent product!,2022-10-02,46
REV006707,ORD006708,CUST00367,PROD0115,2,Disappointed with quality.,2024-01-05,104
REV001602,ORD001603,CUST01345,PROD0143,5,Excellent product!,2023-09-06,147
REV001976,ORD001977,CUST01128,PROD0036,5,Excellent product!,2024-02-09,57
REV004590,ORD004591,CUST01784,PROD0094,4,"Very good, happy with purchase.",2023-12-02,92
REV001104,ORD001105,CUST01699,PROD0007,2,Disappointed with quality.,2022-08-19,48
REV003749,ORD003750,CUST00507,PROD0121,3,"Average, could be better.",2024-01-02,21
REV005530,ORD005531,CUST01580,PROD0071,5,Excellent product!,2023-12-31,52
REV003208,ORD003209,CUST00173,PROD0027,5,Excellent product!,2023-02-09,100
REV007226,ORD007227,CUST00769,PROD0131,4,"Very good, happy with purchase.",2023-08-11,94
REV006189,ORD006190,CUST01342,PROD0079,4,,2022-08-23,120
REV003201,ORD003202,CUST01833,PROD0100,3,"Average, could be better.",2023-08-28,108
REV008070,ORD008071,CUST01632,PROD0140,4,"Very good, happy with purchase.",2024-01-10,138
REV000590,ORD000591,CUST00018,PROD0129,4,"Very good, happy with purchase.",2023-05-05,39
REV004953,ORD004954,CUST01645,PROD0068,5,Excellent product!,2024-04-04,13
REV005959,ORD005960,CUST00479,PROD0056,5,Excellent product!,2023-09-07,22
REV006814,ORD006815,CUST00204,PROD0091,5,Excellent product!,2023-06-23,68
REV005582,ORD005583,CUST00432,PROD0024,3,"Average, could be better.",2023-08-18,29
REV002629,ORD002630,CUST00091,PROD0091,4,"Very good, happy with purchase.",2023-10-15,41
REV008027,ORD008028,CUST01123,PROD0108,2,Disappointed with quality.,2023-12-19,82
REV007465,ORD007466,CUST01558,PROD0014,3,"Average, could be better.",2023-01-01,73
REV001087,ORD001088,CUST00479,PROD0070,3,"Average, could be better.",2023-10-10,5
REV006472,ORD006473,CUST00046,PROD0070,4,"Very good, happy with purchase.",2024-02-29,65
REV005196,ORD005197,CUST00884,PROD0070,5,Excellent product!,2022-08-26,141
REV002169,ORD002170,CUST01031,PROD0095,4,"Very good, happy with purchase.",2023-11-27,49
REV003926,ORD003927,CUST01838,PROD0122,5,Excellent product!,2023-05-17,22
REV000313,ORD000314,CUST01538,PROD0136,3,"Average, could be better.",2023-10-03,47
REV001479,ORD001480,CUST01719,PROD0086,4,"Very good, happy with purchase.",2023-10-26,79
REV007093,ORD007094,CUST01576,PROD0045,4,"Very good, happy with purchase.",2023-10-24,42
REV008075,ORD008076,CUST00742,PROD0094,3,"Average, could be better.",2023-11-06,146
REV003563,ORD003564,CUST00367,PROD0041,5,Excellent product!,2023-12-26,129
REV003653,ORD003654,CUST01798,PROD0119,4,"Very good, happy with purchase.",2023-04-06,22
REV004239,ORD004240,CUST00343,PROD0026,5,Excellent product!,2022-06-30,64
REV001382,ORD001383,CUST00277,PROD0126,4,"Very good, happy with purchase.",2023-11-22,73
REV007227,ORD007228,CUST00686,PROD0039,3,"Average, could be better.",2023-12-15,67
REV005433,ORD005434,CUST01443,PROD0016,2,Disappointed with quality.,2024-03-17,130
REV001956,ORD001957,CUST01217,PROD0015,5,Excellent product!,2024-04-28,101
REV008104,ORD008105,CUST00388,PROD0034,1,"Terrible, do not buy.",2023-09-30,55
REV008298,ORD008299,CUST01355,PROD0021,5,Excellent product!,2023-12-19,146
REV000067,ORD000068,CUST01536,PROD0061,4,"Very good, happy with purchase.",2023-06-04,24
REV002085,ORD002086,CUST01630,PROD0035,3,"Average, could be better.",2023-06-25,35
REV001619,ORD001620,CUST00105,PROD0013,5,Excellent product!,2024-02-29,146
REV000221,ORD000222,CUST01305,PROD0044,3,"Average, could be better.",2024-03-21,17
REV008057,ORD008058,CUST01466,PROD0097,2,Disappointed with quality.,2024-02-04,119
REV007264,ORD007265,CUST01838,PROD0027,5,Excellent product!,2024-04-06,7
REV007574,ORD007575,CUST00259,PROD0035,4,"Very good, happy with purchase.",2024-01-31,18
REV008446,ORD008447,CUST00367,PROD0086,4,"Very good, happy with purchase.",2024-03-04,35
REV005446,ORD005447,CUST01297,PROD0076,3,"Average, could be better.",2023-07-10,47
REV000367,ORD000368,CUST00547,PROD0105,2,Disappointed with quality.,2023-12-27,28
REV001399,ORD001400,CUST01347,PROD0040,4,"Very good, happy with purchase.",2022-11-23,35
REV008368,ORD008369,CUST00305,PROD0036,4,"Very good, happy with purchase.",2023-10-09,3
REV004138,ORD004139,CUST01439,PROD0117,5,Excellent product!,2023-11-03,77
REV000228,ORD000229,CUST01969,PROD0052,4,"Very good, happy with purchase.",2023-06-23,97
REV001433,ORD001434,CUST01265,PROD0109,5,Excellent product!,2023-02-20,125
REV003038,ORD003039,CUST00592,PROD0106,2,Disappointed with quality.,2023-05-01,5
REV004769,ORD004770,CUST01284,PROD0123,2,Disappointed with quality.,2023-12-20,93
REV003994,ORD003995,CUST01652,PROD0101,3,"Average, could be better.",2022-05-27,68
REV007248,ORD007249,CUST01708,PROD0111,5,Excellent product!,2023-03-08,18
REV005657,ORD005658,CUST01447,PROD0041,5,,2023-05-02,34
REV005736,ORD005737,CUST01766,PROD0147,3,"Average, could be better.",2024-03-27,32
REV001324,ORD001325,CUST00763,PROD0022,1,"Terrible, do not buy.",2023-11-15,126
REV003317,ORD003318,CUST00851,PROD0048,5,Excellent product!,2022-08-19,71
REV004915,ORD004916,CUST01905,PROD0077,5,Excellent product!,2023-06-07,19
REV001435,ORD001436,CUST00978,PROD0054,5,Excellent product!,2023-08-09,126
REV002954,ORD002955,CUST00090,PROD0098,3,"Average, could be better.",2022-06-28,109
REV002962,ORD002963,CUST01572,PROD0117,4,"Very good, happy with purchase.",2023-11-21,78
REV007243,ORD007244,CUST01409,PROD0037,5,Excellent product!,2023-11-27,11
REV008082,ORD008083,CUST01415,PROD0043,3,"Average, could be better.",2023-11-01,127
REV007283,ORD007284,CUST01247,PROD0010,4,"Very good, happy with purchase.",2022-10-04,110
REV005407,ORD005408,CUST01950,PROD0127,4,"Very good, happy with purchase.",2023-08-23,78
REV005741,ORD005742,CUST01353,PROD0023,3,"Average, could be better.",2024-03-13,28
REV004310,ORD004311,CUST00758,PROD0079,5,Excellent product!,2023-07-02,116
REV007331,ORD007332,CUST00182,PROD0099,5,Excellent product!,2023-05-05,118
REV006704,ORD006705,CUST01629,PROD0034,4,"Very good, happy with purchase.",2024-02-26,146
REV003706,ORD003707,CUST01246,PROD0061,3,"Average, could be better.",2023-06-26,149
REV000759,ORD000760,CUST00863,PROD0125,5,Excellent product!,2024-02-23,20
REV008435,ORD008436,CUST01644,PROD0150,3,"Average, could be better.",2024-03-28,7
REV003483,ORD003484,CUST00040,PROD0150,3,"Average, could be better.",2023-07-05,142
REV007915,ORD007916,CUST00182,PROD0105,4,"Very good, happy with purchase.",2023-08-08,139
REV008334,ORD008335,CUST00351,PROD0131,4,"Very good, happy with purchase.",2022-08-29,116
REV001750,ORD001751,CUST01349,PROD0018,2,Disappointed with quality.,2024-02-17,48
REV006422,ORD006423,CUST00139,PROD0018,4,"Very good, happy with purchase.",2024-01-26,86
REV002292,ORD002293,CUST01900,PROD0144,1,"Terrible, do not buy.",2023-06-01,117
REV002139,ORD002140,CUST00279,PROD0149,5,Excellent product!,2024-03-15,104
REV007661,ORD007662,CUST00899,PROD0113,5,Excellent product!,2023-08-10,76
REV000631,ORD000632,CUST01510,PROD0076,5,Excellent product!,2023-06-09,48
REV000521,ORD000522,CUST00822,PROD0107,4,"Very good, happy with purchase.",2023-12-02,69
REV002976,ORD002977,CUST00182,PROD0064,3,"Average, could be better.",2022-12-24,91
REV000341,ORD000342,CUST00614,PROD0068,5,Excellent product!,2024-03-01,66
REV003502,ORD003503,CUST01940,PROD0014,5,Excellent product!,2024-01-13,64
REV002092,ORD002093,CUST00488,PROD0070,3,,2023-02-07,70
REV007131,ORD007132,CUST00301,PROD0102,4,"Very good, happy with purchase.",2024-02-27,67
REV002923,ORD002924,CUST00989,PROD0074,4,"Very good, happy with purchase.",2023-08-10,134
REV007829,ORD007830,CUST00446,PROD0121,4,"Very good, happy with purchase.",2024-03-09,113
REV005820,ORD005821,CUST00964,PROD0049,4,"Very good, happy with purchase.",2023-07-31,61
REV007126,ORD007127,CUST01710,PROD0053,5,Excellent product!,2023-08-05,0
REV003361,ORD003362,CUST00703,PROD0088,3,"Average, could be better.",2024-03-01,3
REV000130,ORD000131,CUST01263,PROD0003,4,"Very good, happy with purchase.",2023-05-18,31
REV001647,ORD001648,CUST01153,PROD0043,5,Excellent product!,2023-03-08,53
REV008224,ORD008225,CUST01443,PROD0054,4,"Very good, happy with purchase.",2024-02-26,81
REV007376,ORD007377,CUST00040,PROD0093,5,Excellent product!,2022-11-30,148
REV006630,ORD006631,CUST00191,PROD0034,2,Disappointed with quality.,2023-02-21,14
REV002527,ORD002528,CUST01592,PROD0118,5,Excellent product!,2024-03-19,26
REV007965,ORD007966,CUST01451,PROD0099,3,"Average, could be better.",2024-01-26,52
REV001159,ORD001160,CUST01387,PROD0036,5,Excellent product!,2023-01-19,88
REV006785,ORD006786,CUST01469,PROD0041,3,"Average, could be better.",2023-12-17,111
REV004185,ORD004186,CUST01381,PROD0106,4,"Very good, happy with purchase.",2023-11-12,148
REV005285,ORD005286,CUST00725,PROD0021,4,"Very good, happy with purchase.",2023-03-23,66
REV001834,ORD001835,CUST00320,PROD0041,4,"Very good, happy with purchase.",2024-02-11,119
REV007695,ORD007696,CUST00377,PROD0037,3,"Average, could be better.",2023-10-31,0
REV008455,ORD008456,CUST00782,PROD0025,5,Excellent product!,2023-03-19,40
REV006984,ORD006985,CUST00539,PROD0054,4,"Very good, happy with purchase.",2024-02-06,61
REV003469,ORD003470,CUST00063,PROD0112,5,Excellent product!,2024-04-07,91
REV007975,ORD007976,CUST01510,PROD0052,3,"Average, could be better.",2024-02-29,85
REV001372,ORD001373,CUST00629,PROD0057,5,Excellent product!,2024-03-26,30
REV004552,ORD004553,CUST00566,PROD0134,4,"Very good, happy with purchase.",2023-12-06,116
REV006614,ORD006615,CUST01841,PROD0137,5,,2023-10-20,84
REV003867,ORD003868,CUST01085,PROD0017,4,"Very good, happy with purchase.",2022-11-21,65
REV001253,ORD001254,CUST01939,PROD0138,3,"Average, could be better.",2023-11-24,95
REV005911,ORD005912,CUST00351,PROD0011,4,"Very good, happy with purchase.",2023-04-07,1
REV005767,ORD005768,CUST00461,PROD0131,5,Excellent product!,2023-12-19,126
REV003341,ORD003342,CUST01658,PROD0101,5,Excellent product!,2024-02-27,143
REV003711,ORD003712,CUST01891,PROD0141,5,Excellent product!,2022-12-12,47
REV002852,ORD002853,CUST00138,PROD0007,2,Disappointed with quality.,2023-09-30,37
REV000522,ORD000523,CUST00758,PROD0130,4,"Very good, happy with purchase.",2023-07-07,78
REV004442,ORD004443,CUST00766,PROD0063,5,,2024-04-05,97
REV005008,ORD005009,CUST00392,PROD0025,2,Disappointed with quality.,2024-03-05,40
REV002840,ORD002841,CUST01888,PROD0037,2,Disappointed with quality.,2023-05-09,133
REV003965,ORD003966,CUST00572,PROD0074,5,Excellent product!,2024-01-15,150
REV000706,ORD000707,CUST01070,PROD0025,4,"Very good, happy with purchase.",2023-03-15,71
REV000599,ORD000600,CUST01738,PROD0074,5,Excellent product!,2023-08-31,142
REV008282,ORD008283,CUST00335,PROD0111,4,"Very good, happy with purchase.",2024-03-06,50
REV006238,ORD006239,CUST00058,PROD0009,5,Excellent product!,2024-02-25,11
REV001473,ORD001474,CUST01596,PROD0108,5,Excellent product!,2023-12-29,131
REV001496,ORD001497,CUST01029,PROD0115,5,Excellent product!,2023-05-21,109
REV000180,ORD000181,CUST01580,PROD0066,3,"Average, could be better.",2023-05-16,113
REV004305,ORD004306,CUST00051,PROD0026,3,"Average, could be better.",2023-10-24,146
REV004693,ORD004694,CUST00025,PROD0144,5,Excellent product!,2023-12-20,106
REV002893,ORD002894,CUST01351,PROD0136,4,"Very good, happy with purchase.",2023-05-01,145
REV002555,ORD002556,CUST01075,PROD0071,5,Excellent product!,2023-05-25,55
REV002729,ORD002730,CUST00893,PROD0018,4,"Very good, happy with purchase.",2023-12-25,114
REV003347,ORD003348,CUST01515,PROD0033,2,Disappointed with quality.,2023-03-07,130
REV007619,ORD007620,CUST00313,PROD0010,4,,2023-01-08,133
REV000750,ORD000751,CUST01043,PROD0073,3,"Average, could be better.",2024-02-03,143
REV001462,ORD001463,CUST01554,PROD0019,5,Excellent product!,2024-02-24,35
REV005195,ORD005196,CUST00495,PROD0147,5,Excellent product!,2024-04-09,30
REV006294,ORD006295,CUST00940,PROD0150,2,Disappointed with quality.,2024-03-06,142
REV006856,ORD006857,CUST01834,PROD0119,5,Excellent product!,2024-03-02,100
REV007443,ORD007444,CUST01898,PROD0061,5,Excellent product!,2023-12-03,116
REV002149,ORD002150,CUST01302,PROD0073,5,Excellent product!,2023-07-15,38
REV000622,ORD000623,CUST00519,PROD0086,4,"Very good, happy with purchase.",2024-04-05,28
REV007077,ORD007078,CUST00311,PROD0117,4,"Very good, happy with purchase.",2024-03-01,83
REV002690,ORD002691,CUST00909,PROD0064,5,Excellent product!,2023-03-23,6
REV008316,ORD008317,CUST01973,PROD0134,4,"Very good, happy with purchase.",2022-10-20,128
REV004167,ORD004168,CUST00328,PROD0109,5,Excellent product!,2024-02-12,21
REV004622,ORD004623,CUST01848,PROD0053,5,Excellent product!,2023-12-04,108
REV004626,ORD004627,CUST00476,PROD0077,5,Excellent product!,2022-06-11,88
REV000891,ORD000892,CUST01534,PROD0119,5,Excellent product!,2023-05-25,138
REV003013,ORD003014,CUST01886,PROD0147,5,Excellent product!,2023-03-04,140
REV001254,ORD001255,CUST00345,PROD0082,1,"Terrible, do not buy.",2023-08-01,3
REV006217,ORD006218,CUST01106,PROD0023,3,"Average, could be better.",2024-02-18,122
REV001587,ORD001588,CUST01128,PROD0084,1,"Terrible, do not buy.",2024-01-31,19
REV004190,ORD004191,CUST00400,PROD0079,3,"Average, could be better.",2023-05-25,52
REV001825,ORD001826,CUST01940,PROD0109,2,Disappointed with quality.,2024-02-27,46
REV002832,ORD002833,CUST01443,PROD0033,4,"Very good, happy with purchase.",2024-02-05,139
REV001861,ORD001862,CUST01375,PROD0128,1,"Terrible, do not buy.",2024-03-06,134
REV005315,ORD005316,CUST01903,PROD0023,4,"Very good, happy with purchase.",2024-02-16,18
REV004964,ORD004965,CUST01053,PROD0062,5,Excellent product!,2024-02-04,99
REV008488,ORD008489,CUST01399,PROD0018,5,Excellent product!,2022-08-12,68
REV007771,ORD007772,CUST01357,PROD0113,5,,2022-11-29,53
REV003178,ORD003179,CUST01473,PROD0118,3,"Average, could be better.",2022-07-07,5
REV003386,ORD003387,CUST01303,PROD0142,4,"Very good, happy with purchase.",2024-02-23,24
REV003581,ORD003582,CUST01340,PROD0111,4,"Very good, happy with purchase.",2024-03-15,129
REV003128,ORD003129,CUST01552,PROD0134,4,"Very good, happy with purchase.",2024-03-13,49
REV006879,ORD006880,CUST00013,PROD0093,4,"Very good, happy with purchase.",2023-01-01,135
REV007534,ORD007535,CUST00519,PROD0149,1,"Terrible, do not buy.",2024-02-03,100
REV001594,ORD001595,CUST00818,PROD0125,3,"Average, could be better.",2023-07-08,11
REV000132,ORD000133,CUST01633,PROD0050,5,Excellent product!,2023-05-25,9
REV002146,ORD002147,CUST01730,PROD0081,5,,2024-01-21,97
REV001657,ORD001658,CUST01823,PROD0043,4,"Very good, happy with purchase.",2024-03-16,86
REV007600,ORD007601,CUST01708,PROD0074,3,"Average, could be better.",2024-01-06,87
REV003407,ORD003408,CUST00381,PROD0004,4,"Very good, happy with purchase.",2023-03-25,127
REV003661,ORD003662,CUST00991,PROD0076,2,Disappointed with quality.,2024-03-05,25
REV007884,ORD007885,CUST00569,PROD0063,5,Excellent product!,2024-02-11,66
REV006176,ORD006177,CUST00218,PROD0103,5,Excellent product!,2024-03-17,33
REV002970,ORD002971,CUST01129,PROD0138,2,Disappointed with quality.,2024-02-20,134
REV006827,ORD006828,CUST01863,PROD0116,3,"Average, could be better.",2023-09-29,21
REV001130,ORD001131,CUST00639,PROD0022,4,"Very good, happy with purchase.",2023-06-12,5
REV002418,ORD002419,CUST00082,PROD0018,3,"Average, could be better.",2023-10-30,103
REV000424,ORD000425,CUST01719,PROD0114,5,Excellent product!,2023-09-01,105
REV007447,ORD007448,CUST00065,PROD0120,5,Excellent product!,2023-09-30,35
REV006530,ORD006531,CUST00238,PROD0134,3,"Average, could be better.",2022-10-27,93
REV006012,ORD006013,CUST01365,PROD0072,1,"Terrible, do not buy.",2024-04-13,28
REV004358,ORD004359,CUST00180,PROD0084,5,Excellent product!,2022-05-19,111
REV002025,ORD002026,CUST00278,PROD0067,4,"Very good, happy with purchase.",2024-03-25,32
REV001139,ORD001140,CUST00805,PROD0048,5,Excellent product!,2023-10-02,53
REV007319,ORD007320,CUST01738,PROD0036,4,"Very good, happy with purchase.",2023-10-27,122
REV001939,ORD001940,CUST01012,PROD0063,3,"Average, could be better.",2024-03-23,126
REV003355,ORD003356,CUST00522,PROD0106,5,,2024-02-01,148
REV000489,ORD000490,CUST00784,PROD0091,4,"Very good, happy with purchase.",2024-01-22,90
REV004724,ORD004725,CUST00573,PROD0126,3,"Average, could be better.",2024-02-16,92
REV003549,ORD003550,CUST00002,PROD0029,3,"Average, could be better.",2024-02-09,65
REV005056,ORD005057,CUST01900,PROD0079,4,"Very good, happy with purchase.",2024-03-03,150
REV006400,ORD006401,CUST00908,PROD0125,5,Excellent product!,2023-02-08,42
REV004329,ORD004330,CUST01702,PROD0107,4,"Very good, happy with purchase.",2023-08-27,39
REV000894,ORD000895,CUST01036,PROD0141,5,Excellent product!,2023-04-30,64
REV000938,ORD000939,CUST00977,PROD0107,3,"Average, could be better.",2024-01-30,146
REV000360,ORD000361,CUST01537,PROD0022,4,"Very good, happy with purchase.",2023-04-06,99
REV006651,ORD006652,CUST01265,PROD0033,5,Excellent product!,2022-07-01,79
REV004506,ORD004507,CUST01100,PROD0032,5,Excellent product!,2024-03-28,36
REV000389,ORD000390,CUST00889,PROD0081,3,"Average, could be better.",2023-10-21,92
REV004803,ORD004804,CUST00126,PROD0017,2,Disappointed with quality.,2024-03-18,129
REV006151,ORD006152,CUST01079,PROD0022,1,,2023-07-15,144
REV003837,ORD003838,CUST00413,PROD0126,5,Excellent product!,2023-11-02,125
REV006649,ORD006650,CUST00168,PROD0018,2,Disappointed with quality.,2023-09-01,89
REV007901,ORD007902,CUST01727,PROD0084,2,Disappointed with quality.,2023-09-09,30
REV007696,ORD007697,CUST01462,PROD0052,3,"Average, could be better.",2023-08-29,1
REV002189,ORD002190,CUST01022,PROD0097,4,"Very good, happy with purchase.",2022-10-11,61
REV003853,ORD003854,CUST01427,PROD0110,5,Excellent product!,2023-12-26,124
REV008192,ORD008193,CUST00701,PROD0052,3,"Average, could be better.",2023-12-09,38
REV006016,ORD006017,CUST00217,PROD0117,4,"Very good, happy with purchase.",2024-04-26,144
REV002515,ORD002516,CUST01546,PROD0027,2,Disappointed with quality.,2023-11-02,42
REV002874,ORD002875,CUST01983,PROD0036,4,"Very good, happy with purchase.",2023-06-24,22
REV000086,ORD000087,CUST01946,PROD0032,3,"Average, could be better.",2023-04-22,76
REV008064,ORD008065,CUST01886,PROD0050,3,"Average, could be better.",2023-04-13,46
REV003816,ORD003817,CUST00586,PROD0066,4,,2024-02-08,38
REV001542,ORD001543,CUST01294,PROD0128,5,,2023-12-08,129
REV002049,ORD002050,CUST00086,PROD0010,5,Excellent product!,2024-01-03,138
REV002789,ORD002790,CUST00688,PROD0032,4,"Very good, happy with purchase.",2023-02-23,73
REV003712,ORD003713,CUST01424,PROD0139,2,Disappointed with quality.,2023-11-02,101
REV007505,ORD007506,CUST00024,PROD0031,4,"Very good, happy with purchase.",2024-04-16,63
REV004457,ORD004458,CUST00994,PROD0010,4,"Very good, happy with purchase.",2023-11-26,84
REV008094,ORD008095,CUST00641,PROD0028,5,Excellent product!,2024-02-03,4
REV002080,ORD002081,CUST00377,PROD0093,5,Excellent product!,2022-10-23,109
REV001338,ORD001339,CUST00349,PROD0081,5,Excellent product!,2023-12-10,81
REV004635,ORD004636,CUST00236,PROD0005,4,"Very good, happy with purchase.",2023-09-26,11
REV008222,ORD008223,CUST00398,PROD0068,5,Excellent product!,2024-03-22,123
REV003458,ORD003459,CUST01299,PROD0131,4,"Very good, happy with purchase.",2023-04-14,29
REV001998,ORD001999,CUST00396,PROD0114,5,Excellent product!,2023-07-12,118
REV004880,ORD004881,CUST00148,PROD0015,3,"Average, could be better.",2024-03-17,85
REV002299,ORD002300,CUST00960,PROD0134,3,"Average, could be better.",2022-04-05,28
REV005711,ORD005712,CUST00065,PROD0103,2,Disappointed with quality.,2022-12-13,59
REV001977,ORD001978,CUST00143,PROD0042,4,"Very good, happy with purchase.",2023-06-26,42
REV001197,ORD001198,CUST00257,PROD0117,5,Excellent product!,2023-09-02,113
REV003668,ORD003669,CUST00988,PROD0013,5,Excellent product!,2023-02-03,42
REV006073,ORD006074,CUST00172,PROD0073,5,Excellent product!,2024-03-19,59
REV003079,ORD003080,CUST00225,PROD0114,5,Excellent product!,2024-02-09,108
REV001033,ORD001034,CUST01924,PROD0026,2,Disappointed with quality.,2023-08-28,42
REV003474,ORD003475,CUST01206,PROD0013,4,"Very good, happy with purchase.",2023-04-15,83
REV003642,ORD003643,CUST01480,PROD0063,4,"Very good, happy with purchase.",2024-01-24,142
REV004659,ORD004660,CUST00713,PROD0101,5,Excellent product!,2023-04-28,47
REV005115,ORD005116,CUST00984,PROD0138,3,"Average, could be better.",2024-04-07,17
REV000055,ORD000056,CUST01702,PROD0038,2,Disappointed with quality.,2024-02-19,97
REV003922,ORD003923,CUST01237,PROD0039,4,"Very good, happy with purchase.",2023-08-25,73
REV001656,ORD001657,CUST01431,PROD0033,5,Excellent product!,2024-03-22,89
REV003771,ORD003772,CUST01219,PROD0096,5,Excellent product!,2023-09-22,100
REV000557,ORD000558,CUST00278,PROD0096,4,"Very good, happy with purchase.",2022-10-17,83
REV002132,ORD002133,CUST01916,PROD0027,5,Excellent product!,2023-11-23,13
REV007156,ORD007157,CUST00205,PROD0006,1,"Terrible, do not buy.",2023-08-25,25
REV005304,ORD005305,CUST01406,PROD0107,4,"Very good, happy with purchase.",2024-03-14,50
REV006094,ORD006095,CUST01446,PROD0085,5,Excellent product!,2023-02-02,0
REV005174,ORD005175,CUST01526,PROD0079,3,,2023-10-30,125
REV006812,ORD006813,CUST01583,PROD0074,3,"Average, could be better.",2023-07-01,52
REV004513,ORD004514,CUST00351,PROD0079,5,Excellent product!,2023-04-08,27
REV001586,ORD001587,CUST01969,PROD0016,5,,2023-07-28,147
REV008186,ORD008187,CUST01880,PROD0081,5,Excellent product!,2022-12-19,71
REV004591,ORD004592,CUST00864,PROD0115,3,"Average, could be better.",2023-09-05,44
REV007929,ORD007930,CUST00319,PROD0075,4,"Very good, happy with purchase.",2024-01-14,8
REV007706,ORD007707,CUST01262,PROD0008,4,"Very good, happy with purchase.",2023-07-03,28
REV005071,ORD005072,CUST01454,PROD0020,5,Excellent product!,2023-03-12,123
REV001358,ORD001359,CUST01229,PROD0117,3,"Average, could be better.",2022-12-04,120
REV000950,ORD000951,CUST00438,PROD0047,4,"Very good, happy with purchase.",2022-10-20,29
REV008034,ORD008035,CUST01148,PROD0036,3,"Average, could be better.",2024-02-10,22
REV007725,ORD007726,CUST00553,PROD0007,5,Excellent product!,2024-01-21,25
REV006996,ORD006997,CUST01311,PROD0105,3,"Average, could be better.",2023-04-10,64
REV006098,ORD006099,CUST00833,PROD0113,2,Disappointed with quality.,2023-03-05,99
REV008242,ORD008243,CUST01439,PROD0065,4,"Very good, happy with purchase.",2023-09-27,135
REV004130,ORD004131,CUST00566,PROD0130,4,"Very good, happy with purchase.",2024-02-17,137
REV002259,ORD002260,CUST01448,PROD0055,3,"Average, could be better.",2023-09-22,28
REV002406,ORD002407,CUST00789,PROD0024,3,,2024-03-13,43
REV004135,ORD004136,CUST01605,PROD0083,5,Excellent product!,2023-07-06,35
REV004682,ORD004683,CUST01545,PROD0028,2,Disappointed with quality.,2022-09-25,90
REV006516,ORD006517,CUST00810,PROD0064,2,Disappointed with quality.,2024-03-13,117
